#SampleID	V_D0_P1	V_D0_P2	V_D0_P3	V_W10_P1	V_W10_P2	V_W10_P3	V_W17_P1	V_W17_P2	V_W17_P3	Taxa
#RatonA	V_D0_R1	V_D0_R2	V_D0_R3	V_W!0_R1	V_W10_R2	V_W10_R3	V_W!7_R1	V_W17_R2	V_W17_R3	Taxa
#RatonB	V_D0_R6	V_D0_R5	V_D0_R4	V_W10_R6	V_W10_R5	V_W10_R4	V_W17_R6	V_W17_R5	V_W17_R4	Taxa
scaffold_5274	106.5408385	19.88517754	43.27209382	37.06693524	67.61605608	176.3656048	78.68454784	174.9191466	51.83222361	Desconocido
scaffold_2774	54.91927615	49.98447562	64.8094556	153.4256745	33.14287009	57.63189659	79.34036326	134.3241905	183.4893941	Desconocido
scaffold_6158	46.38359655	0	123.4062016	327.3597599	149.2892233	475.9295719	64.5272838	43.44787049	28.61004047	Desconocido
scaffold_3867	116.6488186	37.15854713	16.05982111	160.0798826	212.1645851	353.0634395	36.40849732	77.90249896	48.96637791	Desconocido
scaffold_3127	170.0153125	0	0	391.2752148	35.68744852	20.68554853	321.1602943	21.54169133	0	Desconocido
scaffold_4361	42.44604205	79.77514309	47.81315288	10.92181672	37.35590933	43.30528	57.63003281	61.84816244	114.5431992	Desconocido
scaffold_2399	17.68821023	9.015342989	143.4585941	156.5669236	418.4419991	311.8396112	29.15011172	36.08290774	10.18297598	Desconocido
scaffold_3871	120.3823511	14.87432378	35.0653174	80.09866466	85.61300204	15.87966173	51.00929308	106.3086193	73.50345503	Desconocido
scaffold_1796	132.8493415	11.71213363	25.8849803	35.47697571	22.24602668	42.20013225	53.79245054	120.3303331	74.41337648	Desconocido
scaffold_3509	79.59998002	40.57058982	50.55400292	224.7159107	121.6944035	233.8886232	173.7715751	173.9777936	121.1092948	Desconocido
scaffold_5810	124.8440881	22.84177099	23.07775356	92.25269912	40.56840931	31.35293908	38.36692638	186.5747923	73.71471556	Desconocido
scaffold_4833	113.5681575	23.15340849	34.11422386	70.13349889	63.96739524	18.53873999	12.76090544	124.1101911	98.07056269	Desconocido
scaffold_3000	32.92137154	78.65341136	59.33460909	419.3153908	191.2246912	221.6794864	550.2496881	445.2193097	310.941059	Desconocido
scaffold_3158	25.50641049	50.91717728	94.4949782	118.135258	80.81164702	173.4849226	105.0861995	99.10776399	241.6718279	Desconocido
scaffold_2863	53.8662691	14.23572306	103.0766971	258.7267618	250.0260352	436.3968068	41.84511976	49.41873843	22.97068551	Desconocido
scaffold_2134	50.6196495	49.93522983	70.63156791	33.61283249	32.19048877	63.97235155	68.49819357	116.5851191	173.9081745	Desconocido
scaffold_2637	38.90798582	57.07359936	75.25541137	117.2070712	66.81392601	92.94580136	147.8604007	109.2374578	177.5534361	Desconocido
scaffold_2275	46.16910297	6.972299308	118.1393082	513.9113383	390.0720047	413.1169569	279.2401211	272.8295411	49.22078151	Desconocido
scaffold_5730	95.16087837	0	76.22651933	326.4787079	259.0641249	419.4168168	76.03627229	36.97573157	0	Desconocido
scaffold_6042	93.44308803	58.48826376	19.69750561	13.49832838	9.233671358	10.7042428	19.64834435	21.49831574	37.75053806	Desconocido
scaffold_2412	63.83083256	52.41485211	55.3911348	36.49855574	34.9541012	46.30966342	55.78416673	60.71352821	589.4823756	Desconocido
scaffold_2916	47.36826331	61.64093436	62.96973336	124.4768318	136.239466	125.0336272	80.02563356	270.2072691	322.0130079	Desconocido
scaffold_1592	33.33727084	71.29712267	67.54562505	64.58754482	84.68174328	121.6433445	73.44881237	192.398126	222.0254235	Desconocido
scaffold_1635	32.04612057	76.22204669	64.17459231	54.97204428	60.16671415	82.82690834	65.01464999	221.7985348	199.8611568	Desconocido
scaffold_3530	145.0140771	6.983707652	20.57958475	84.61680325	38.58866721	111.8359229	65.00603627	163.0504939	118.3231643	Desconocido
scaffold_4714	69.78464414	62.59950497	40.24760221	103.4284547	31.44502482	54.67952575	98.27688193	71.17828326	253.0994759	Desconocido
scaffold_5289	63.1098663	33.69760297	75.82914627	575.3188256	338.5400451	740.7617453	328.6733359	113.8520656	147.0576831	Desconocido
scaffold_4448	110.2682308	30.15696233	32.31509643	99.65216221	284.0337244	109.7564855	4.029305504	39.18827534	38.70770181	Desconocido
scaffold_3831	22.94376733	135.4042116	14.50941944	392.7497229	132.6318499	275.9705876	119.4039549	116.130064	52.13906282	Desconocido
scaffold_3686	155.3798717	11.99911418	5.657436982	29.07700992	39.7808597	23.0582162	52.90609766	89.18950876	67.76596943	Desconocido
scaffold_2696	55.88857401	17.68055521	99.57089088	245.9599475	227.9535774	493.910566	83.73107673	50.54604003	27.73676888	Desconocido
scaffold_5981	91.26212065	23.2572801	58.74388842	67.09346112	0	21.28218185	29.29863737	56.99061871	28.14586577	Desconocido
scaffold_3062	88.82581989	54.32738908	30.13494806	60.23182216	58.86028842	34.11724297	18.78733556	66.99811386	63.16847995	Desconocido
scaffold_1620	33.79038585	82.3969553	57.31844208	87.28721162	89.56458198	121.1336019	77.42500193	246.1799937	226.950304	Desconocido
scaffold_5270	80.99439466	56.57066535	36.0437614	24.70010858	50.68909544	102.8333841	35.95380296	41.52449945	34.53918007	Desconocido
scaffold_6040	117.9750286	30.06480966	25.59409948	80.94993569	64.60374909	0	44.1869217	88.33827614	56.59781609	Desconocido
scaffold_4187	105.8454785	36.84213998	31.01896912	74.39849684	43.62262497	16.85668142	54.14771532	150.4658858	96.6034505	Desconocido
scaffold_5816	160.211242	6.532528859	7.700020561	65.95848232	18.04783324	31.38324641	24.00250862	84.03981522	83.00921842	Desconocido
scaffold_4676	120.8148479	16.9867644	36.70816254	45.73710931	19.55433964	54.40463915	45.77068234	141.6409072	63.95608543	Desconocido
scaffold_3753	59.5325179	92.24146622	22.88985997	88.23368529	107.3016292	108.8418481	24.97329974	67.66100664	47.98142203	Desconocido
scaffold_2182	93.13956518	52.55768546	28.97697778	198.573753	163.9405223	184.619991	156.9821872	109.0556809	19.14992172	Desconocido
scaffold_2054	67.82542738	6.431502359	100.4474369	168.8399047	712.9699261	257.4824999	0	34.47505307	18.16121531	Desconocido
scaffold_5893	61.3547407	70.77197942	42.68016755	39.88351678	18.18848854	42.17044119	14.51374291	39.99475592	399.6904874	Desconocido
scaffold_4030	15.06713907	135.6699843	24.13839779	392.8627119	162.6595152	286.9466905	703.5335298	486.6545503	318.0482832	Desconocido
scaffold_3270	50.99647071	64.15028871	59.97068387	116.1430638	113.0618476	63.76294942	69.89954778	88.53599882	131.1753967	Desconocido
scaffold_4031	40.17903753	71.67470868	63.3632942	77.53869313	120.2265982	102.4809609	37.62211389	115.2602882	115.6539212	Desconocido
scaffold_5765	90.75020365	61.67152785	22.95582499	26.21865512	26.90271396	72.77034227	90.64002079	113.673291	82.49090918	Desconocido
scaffold_3262	76.98682118	17.68505359	80.77717023	339.2729995	186.2773132	311.5260299	79.60086119	53.71883147	31.21180404	Desconocido
scaffold_4193	25.84616449	31.6159116	118.0099447	489.4762258	418.5391035	502.0728059	708.6158154	628.9298045	331.0678035	Desconocido
scaffold_5802	79.95105153	45.63946718	49.95355838	65.83121076	54.03902601	52.2044837	14.37371645	97.85726353	18.41089917	Desconocido
scaffold_1617	129.5245289	22.22993784	23.82078729	54.41311799	31.63857847	51.77985393	45.54255892	121.3266192	57.06607952	Desconocido
scaffold_2699	56.90179377	83.56438665	35.9231611	119.1167587	78.76695099	75.56815459	108.3674505	193.9289442	374.773217	Desconocido
scaffold_4417	77.67947256	32.76558111	65.97828729	143.3604282	128.2417047	266.7237809	148.4819428	212.7131669	100.2333983	Desconocido
scaffold_4877	139.839655	5.818253211	30.86140397	46.99719326	24.11168767	74.53802477	38.48047465	139.3056309	32.85905638	Desconocido
scaffold_4955	40.353729	32.32039659	103.90006	290.7363868	154.2344288	414.0587276	73.41219441	54.59949058	16.59382347	Desconocido
scaffold_2940	62.84886146	72.33227482	41.41174667	87.64006417	54.24146578	109.2127378	56.19156093	143.2738926	90.45409889	Desconocido
scaffold_5552	68.21791686	18.96511068	89.41819948	153.191506	401.7035736	566.9143222	104.525424	58.73658949	17.8511665	Desconocido
scaffold_3082	23.05562856	70.50608171	83.10690861	129.435441	182.9860854	136.8572807	62.80264349	216.8364214	337.8571709	Desconocido
scaffold_1307	18.48277733	77.71762901	80.50338625	549.2965862	217.9687042	316.7963463	757.1622503	595.8543465	404.0027852	Desconocido
scaffold_2910	141.9321756	8.208807901	26.60868022	41.44187668	34.01849405	26.29089456	57.30717379	108.5383132	98.51480378	Desconocido
scaffold_4429	144.8786825	28.71629364	3.223662999	121.5013435	7.555841152	8.759198277	90.43923777	31.27449574	27.02959914	Desconocido
scaffold_5147	56.08249451	48.141771	72.70537001	85.06471054	33.25108368	106.0034588	86.23269916	64.51409086	318.6147093	Desconocido
scaffold_655	14.76183744	99.69070322	62.52280389	398.0699419	249.4386571	281.9355974	754.7041284	567.8504133	405.7930667	Desconocido
scaffold_5131	0	177.0498069	0	0	198.9749572	9.611003083	0	87.9343483	16.94751065	Desconocido
scaffold_1439	22.77558256	59.61008402	94.6709306	157.1220463	228.8304383	329.5833377	128.1876594	339.935547	221.4820914	Desconocido
scaffold_3613	66.22570066	50.92705003	60.02871795	105.2330248	39.2649495	68.2775361	81.81128447	199.7668007	76.92019467	Desconocido
scaffold_4505	39.28416318	74.56613397	63.47796885	33.46173271	38.14974149	106.1412944	85.23784202	136.1940705	140.3727609	Desconocido
scaffold_5708	34.79243947	95.11358901	47.50519603	0	8.907673419	10.32632583	23.693316	55.30482751	18.20887117	Desconocido
scaffold_2647	73.34406205	57.28680534	46.92421294	15.6859885	32.19048877	37.31720507	49.94659948	40.24962446	592.2278377	Desconocido
scaffold_5580	132.3417101	19.04528259	26.19055843	64.0996242	43.84801194	10.16626536	51.31734089	140.6562734	71.70651758	Desconocido
scaffold_5966	148.0825352	9.952726221	19.55245771	53.59571916	45.82838362	10.62541922	39.00731691	109.0711473	84.31324149	Desconocido
scaffold_5361	72.8187591	24.74288734	80.20355512	81.19383519	17.0896874	242.6899241	50.00211384	26.5260683	26.2007739	Desconocido
scaffold_4528	136.0184898	22.18432861	19.61182914	44.79871971	15.32251414	53.28841759	42.79380374	103.0601792	101.7963319	Desconocido
scaffold_4894	80.11530142	67.08317885	30.94132129	58.89861887	32.2321683	84.07242576	77.16024394	116.736071	98.83244018	Desconocido
scaffold_2687	73.12701461	13.73158425	91.33353126	324.8297298	165.297459	424.0837674	80.72646325	81.31709326	22.15720986	Desconocido
scaffold_3291	137.1629212	4.438687096	36.62377596	49.29882099	30.65760835	85.29646874	22.83273119	42.82718662	106.5383412	Desconocido
scaffold_3485	113.1707271	16.1506684	48.95257182	55.91045404	31.87177106	29.55818224	30.51899714	133.5699385	26.06063092	Desconocido
scaffold_5891	80.69061822	39.48140859	58.17189341	26.5760662	9.089816692	21.07495515	58.02670731	77.59908125	492.4019185	Desconocido
scaffold_4427	46.93243158	57.40935404	74.11425535	121.4521925	45.31670749	126.9569962	152.680035	113.3241854	162.111989	Desconocido
scaffold_5975	42.3508774	26.56668739	109.6013737	174.3572775	146.7949562	632.8337823	63.44918667	90.1908047	18.75468992	Desconocido
scaffold_1729	64.7633751	18.4564526	95.38724	564.7944471	845.2708385	927.5990975	198.2274404	141.0428017	68.15320354	Desconocido
scaffold_4034	43.99581755	41.00357136	93.6427036	87.9771596	127.4435733	164.1560784	120.5277278	278.4046834	224.3343977	Desconocido
scaffold_4957	14.41204607	105.7758434	58.87670069	474.6716519	243.5280455	418.7639404	682.3015716	495.595376	464.6270572	Desconocido
scaffold_3139	25.37623423	71.1358011	82.57872928	26.11829663	68.48821693	69.03980524	45.93858117	150.9842372	152.176212	Desconocido
scaffold_6087	64.18870569	20.1327739	94.92359011	291.3668469	111.2441916	300.9093398	56.71337526	69.54751397	47.37561319	Desconocido
scaffold_5473	116.7930298	21.93106524	40.62233842	88.57456647	34.623057	60.20578287	50.65119089	26.87040298	53.08177188	Desconocido
scaffold_3348	140.8199921	35.88663049	2.643767431	457.4602752	80.55635092	35.91765507	303.2744448	86.56407784	63.33520409	Desconocido
scaffold_4382	153.0303567	13.56463489	12.79112207	230.094749	63.70899624	91.2331509	97.68760845	195.8351861	65.11626834	Desconocido
scaffold_4221	14.26544466	93.85973756	71.67857559	400.4345655	197.2234171	228.6335804	466.3022567	389.2686685	571.1430437	Desconocido
scaffold_4636	135.4095533	18.31027811	26.56330561	68.26249266	70.04349786	63.15458633	70.3826791	116.7725662	79.54521464	Desconocido
scaffold_2810	51.39179219	36.26780557	92.62408454	73.23869405	38.96642349	70.98502337	71.07147097	96.48389407	199.1357766	Desconocido
scaffold_3814	38.52984347	81.00644259	60.76247609	634.5047871	271.2747328	314.4784445	618.7354989	556.1553631	454.0246106	Desconocido
scaffold_5230	91.12258061	53.29575003	35.8975722	36.89989182	0	9.753933728	26.85598396	60.94580361	51.5986399	Desconocido
scaffold_5006	23.17008717	64.95143045	92.21943585	119.2381825	126.4274766	132.3790761	86.78233349	310.1805922	295.9558074	Desconocido
scaffold_5200	138.3634046	15.16584628	26.81442304	110.2525044	41.89964876	68.00172917	62.41083166	160.4204063	25.69510367	Desconocido
scaffold_968	40.81177828	74.01280379	65.57281289	212.9566627	271.3033749	283.5252789	76.07369171	347.8120734	271.8322478	Desconocido
scaffold_5789	46.28230491	61.81999084	72.86844205	39.42265765	71.91327293	145.8910473	38.2560927	106.9705956	202.129867	Desconocido
scaffold_3187	42.74365695	52.28550177	86.02514106	193.5717729	544.7062397	348.8713563	86.4508149	393.9324948	175.326423	Desconocido
scaffold_5035	49.36583455	53.28174327	78.50530161	77.70851068	24.53414387	66.36349216	89.18566815	122.7058197	242.4021081	Desconocido
scaffold_5273	79.49449847	76.44684507	25.23063298	0	16.89636515	9.79365563	31.45957759	8.741999884	0	Desconocido
scaffold_3799	57.64818429	91.81930848	31.74724057	93.9454311	87.94068308	129.3933524	39.58500679	71.74933057	79.5120708	Desconocido
scaffold_5114	0	181.2291741	0	0	144.8286618	19.18792459	0	59.9462492	25.37619281	Desconocido
scaffold_5510	78.70265383	69.215002	33.37571761	63.53263497	47.8061728	0	18.49578784	87.69471252	53.30418154	Desconocido
scaffold_3643	28.04176747	92.90029717	60.36726553	28.86177651	82.26332167	114.4376751	38.51061641	129.3889937	225.3355831	Desconocido
scaffold_3180	34.12891219	20.65639012	126.8663861	952.8178147	1042.255111	1476.358924	209.318402	121.2150853	49.11942597	Desconocido
scaffold_4025	146.7933989	14.06830283	21.10510935	41.32266462	42.4007952	40.96135303	58.27013249	91.40717138	50.56028726	Desconocido
scaffold_4913	68.81876671	2.922967606	110.2515055	236.1039791	96.90562363	411.9096339	107.398768	58.49426393	16.50769636	Desconocido
scaffold_5406	42.69253758	40.41063218	98.92967999	100.4365041	17.17615776	49.7791604	59.39240795	44.43380806	237.0001006	Desconocido
scaffold_6107	77.47101841	90.73263541	13.86367451	67.86081547	64.98925132	107.627941	34.57268348	48.03535491	28.46777274	Desconocido
scaffold_4924	54.55230951	106.8269339	20.69901586	0	44.4727844	18.7474915	8.603064589	29.2851317	90.91029316	Desconocido
scaffold_1734	22.36875982	88.3572055	71.39203479	454.7018091	279.5454086	301.2447512	673.3898226	607.0546482	315.9020274	Desconocido
scaffold_1811	124.7998505	22.79596673	34.67103926	83.15792813	77.20112867	75.36532385	45.39216527	109.3178049	70.60048941	Desconocido
scaffold_6005	68.61526124	88.26238505	25.51841462	0	0	10.66731343	0	0	0	Desconocido
scaffold_3634	52.4858117	48.74629579	81.2823599	153.6586628	59.12538753	106.6205859	92.61235355	93.47203429	241.725648	Desconocido
scaffold_3195	101.6472584	28.35788068	52.71021983	123.3410845	78.34612179	27.94574428	28.85414545	76.39373526	49.27797803	Desconocido
scaffold_5619	93.94720632	17.5571356	71.49161745	586.6129944	379.2304156	500.9706982	173.5913125	116.3569682	90.14122339	Desconocido
scaffold_5520	38.61568728	74.00311088	70.52551451	57.23266073	60.9009247	75.64298326	34.71192242	54.01627142	8.892309875	Desconocido
scaffold_2139	159.6394829	3.338059325	20.65684079	249.4107037	76.08371882	117.6012686	98.12040571	200.4031685	30.63443577	Desconocido
scaffold_5157	34.02040327	57.29590405	92.41742661	0	58.31922552	77.2654313	59.83275944	176.7319521	110.6995363	Desconocido
scaffold_4455	145.2902696	10.97061868	27.47897963	60.92325889	45.46383966	26.35224709	24.18564465	82.32877731	77.4468222	Desconocido
scaffold_3904	19.59229019	93.61702675	70.62287052	272.2304173	103.4566872	139.9222872	498.9968146	383.6129705	475.8387687	Desconocido
scaffold_4749	134.7810154	8.586913728	40.48625804	46.2407793	31.63148409	36.66917229	79.92906535	118.652006	72.74293643	Desconocido
scaffold_4384	141.1107162	20.35512381	22.39345337	65.76775899	29.99274456	52.15416613	63.82161007	95.04730596	53.64669837	Desconocido
scaffold_5255	55.42092728	106.8804965	21.59693973	0	67.49383998	0	44.88132882	4.365074501	17.24617893	Desconocido
scaffold_3183	66.1673461	51.13028846	66.67979814	61.5116999	54.09991995	62.71597247	111.9215494	118.183057	193.5322779	Desconocido
scaffold_587	36.79992493	32.91185603	114.2958697	254.4126706	175.9890567	286.7577855	231.97414	173.5101113	162.8881551	Desconocido
scaffold_4028	45.18430196	63.97104415	75.403931	134.3495115	226.2232001	422.0616871	139.1491134	192.0277426	101.1588633	Desconocido
scaffold_4736	44.81312171	45.68078482	94.22847299	144.1361427	94.65390867	82.29649788	113.2954913	177.5268608	185.4273894	Desconocido
scaffold_4753	141.9210811	5.729462572	37.14386773	80.98997028	55.40202815	59.63792417	48.41913429	100.3254734	121.3410152	Desconocido
scaffold_3948	37.09180078	79.40092681	68.33660545	76.35290931	76.60399789	137.2426863	74.09353277	241.4076693	206.4170133	Desconocido
scaffold_2945	105.5207046	26.89094409	52.42177298	104.4292163	34.28922587	142.438184	117.0465766	192.1928808	29.20553565	Desconocido
scaffold_1414	11.56669262	57.71210309	115.5717227	218.0482037	288.0294973	316.0140176	89.3810221	321.9969957	254.0881601	Desconocido
scaffold_5857	164.0497821	13.11577119	7.729909044	92.70031047	95.1189115	105.0168799	43.37221864	18.74800557	9.259047545	Desconocido
scaffold_4621	157.1242611	11.23975236	16.56064713	34.04609561	23.28958439	26.99872633	66.07725949	140.5808089	55.54273552	Desconocido
scaffold_1463	64.66631814	49.43878129	70.97531145	127.9948414	84.05394929	117.740647	154.6381091	171.236444	171.8212447	Desconocido
scaffold_2350	31.4527521	44.53018651	109.1763063	219.4136556	492.1055215	427.8593623	108.6420347	364.0925439	150.8927016	Desconocido
scaffold_1636	52.07494593	57.16653502	76.20732837	123.6870996	90.25007123	126.420018	120.0270461	168.2945023	219.0785757	Desconocido
scaffold_1884	122.439478	26.4748756	36.55613634	155.806427	50.1557649	96.90610675	65.592349	117.8565229	55.53563037	Desconocido
scaffold_4459	53.83305881	41.15652317	90.55574323	343.5250587	189.5095766	413.0194926	48.39092847	39.22009692	15.49565326	Desconocido
scaffold_3500	87.43999175	76.39970416	21.83123335	28.0509969	268.6400502	229.8606876	10.20785002	23.16525149	6.537477558	Desconocido
scaffold_5635	117.5450566	68.69733983	0	471.0246475	57.37973648	81.86847827	267.677338	45.67333273	40.60190849	Desconocido
scaffold_4577	68.48699579	86.56815464	31.27019714	152.2577974	100.2959857	58.13465418	94.39730395	189.605669	82.79769356	Desconocido
scaffold_1071	21.31358926	96.73358133	68.29111928	520.2167311	320.130764	321.4124246	587.6928985	485.0658968	416.3063107	Desconocido
scaffold_1144	22.28595567	91.41070006	72.68180925	452.1994026	213.6929037	277.1759749	605.7599974	492.5054096	310.0550736	Desconocido
scaffold_5381	144.4510122	30.99954635	10.96193294	0	25.6933259	39.71372283	31.89250756	66.46726976	8.753622473	Desconocido
scaffold_5059	64.19450099	41.64199624	80.63839754	108.1173327	90.39406617	47.63199591	109.2895914	112.6706037	134.3865985	Desconocido
scaffold_4574	142.2765753	27.89063601	16.43762128	45.05756497	107.8773293	17.86543866	36.89234115	107.6424129	118.1359698	Desconocido
scaffold_2138	145.7221947	13.3522373	27.54245438	40.44497898	55.33361369	37.41858548	66.23127385	134.7949883	56.55588143	Desconocido
scaffold_3953	144.7660171	15.13527683	26.76037381	71.31591634	6.969198763	24.23737844	48.19675061	133.4142088	14.24628368	Desconocido
scaffold_5571	46.66500136	31.71234681	108.4019084	160.0986625	148.943322	406.2689618	18.64333753	63.46257072	35.81960956	Desconocido
scaffold_6108	77.47101841	97.45357137	11.88314958	108.5773048	139.2626814	177.5861027	29.6337287	57.64242589	75.91406063	Desconocido
scaffold_4340	42.31059397	17.52148272	127.0948747	293.9480413	238.3149069	375.5536833	39.61802181	53.94445082	7.611845629	Desconocido
scaffold_1922	143.3698333	18.3638617	25.25348682	95.79961724	86.67230785	88.22274025	73.09731368	126.8738162	64.81962293	Desconocido
scaffold_5613	28.17085493	68.60003482	90.26256397	438.1412084	304.1226064	245.2575518	257.9193077	241.72579	189.207194	Desconocido
scaffold_2943	132.8341842	22.73995477	31.67749358	66.79380846	22.8454983	29.79440356	45.57466229	97.51515012	70.05040192	Desconocido
scaffold_5443	79.68935322	56.23773457	51.55774285	164.0393249	17.26350761	0	27.55128452	89.31955498	61.75694819	Desconocido
scaffold_4242	39.02791126	104.7633805	43.76742456	85.69425426	69.61130028	135.9119557	72.11397341	310.8762204	179.7447126	Desconocido
scaffold_1074	32.51269244	81.81979881	73.24755191	489.4028411	267.5387289	368.1964234	706.2924848	540.3627744	295.3827733	Desconocido
scaffold_5367	74.40392085	91.32298789	21.89373689	100.0224278	29.93435282	0	40.9483017	59.73833407	69.93274206	Desconocido
scaffold_3918	78.60145171	50.07707376	59.02683416	222.4748572	83.0106713	140.3370254	171.1185884	198.6383838	205.04039	Desconocido
scaffold_4695	155.8582312	8.511210459	23.40877367	34.37483625	39.19077138	36.34589243	29.18793723	68.94142226	56.07904237	Desconocido
scaffold_656	30.26513628	101.2067363	56.32113636	419.3875468	133.0487633	326.5515139	647.5142399	450.1360963	458.95844	Desconocido
scaffold_2539	60.94007225	71.53210082	55.4712484	91.23215593	65.00864723	87.41997066	65.01604306	72.65113274	175.4138164	Desconocido
scaffold_4458	139.9659529	2.743768211	45.27787161	99.73308155	37.90191532	52.72589267	48.39092847	152.958378	46.48695978	Desconocido
scaffold_4009	45.06485705	58.69778149	84.22915241	128.8407288	91.66022859	179.8215773	120.0270461	151.392092	172.9567703	Desconocido
scaffold_4607	140.409718	11.22574934	36.38803321	34.00367938	62.02818434	80.89527013	65.99493733	110.3187382	47.54874666	Desconocido
scaffold_2700	43.39967321	53.08796329	91.54612021	333.5269244	116.7923756	311.7186377	176.2777196	177.0655577	222.0878323	Desconocido
scaffold_4341	83.3322217	80.90065169	23.8397983	81.68481639	67.05281379	17.27372621	35.67044797	67.45747117	68.53394769	Desconocido
scaffold_3106	35.76712164	58.97882589	93.53533386	692.9513166	361.4406514	329.7083431	792.7508328	639.1911165	290.6947177	Desconocido
scaffold_5957	159.3952495	13.26379019	15.63429101	107.1388419	45.80589668	74.34143896	82.84987593	146.9368037	46.81770606	Desconocido
scaffold_4287	75.93076406	40.03495915	72.35799337	53.89735384	73.73808644	111.1262742	23.53610917	57.22695421	45.22013505	Desconocido
scaffold_4078	158.3287446	18.07615886	12.17527133	73.00547951	78.47738569	74.43477665	55.0315063	162.4134636	25.5216429	Desconocido
scaffold_632	22.34595814	98.82980304	67.55706851	459.9881589	227.3669838	350.6526979	651.7457512	515.7133573	388.0071477	Desconocido
scaffold_4045	138.5352453	23.10832444	27.23823763	72.58941485	63.84283867	49.34037753	60.37834692	187.1791047	72.50340802	Desconocido
scaffold_5523	0	189.0321987	0	0	374.2800885	40.36173229	0	76.55872625	0	Desconocido
scaffold_5242	119.6668085	3.049594361	66.50041449	123.1661552	75.82777589	175.8084932	69.47188179	122.0566229	77.50274049	Desconocido
scaffold_3264	145.299071	30.94884379	13.02857584	553.5506833	167.9549545	42.48082226	540.9609546	126.3972505	21.84826283	Desconocido
scaffold_5123	110.296271	22.48636126	56.54425037	181.6345607	198.7984045	216.0556904	138.8045693	134.9987404	101.5948376	Desconocido
scaffold_2861	149.5385231	18.29206314	21.56121547	49.25164508	53.34423853	26.0378694	56.7556461	123.4725322	34.43530284	Desconocido
scaffold_5070	103.6321939	29.75738047	56.12097769	24.03665344	4.110630446	114.3671278	26.2410517	12.76077922	42.01430425	Desconocido
scaffold_5991	151.709481	6.651477465	31.36091051	308.9336908	0	181.0765955	339.7099142	4.753892653	112.6942736	Desconocido
scaffold_4622	114.3974884	32.31428802	43.05768254	79.44088976	15.52638959	35.99830178	41.29828718	124.5144308	39.67338252	Desconocido
scaffold_4639	134.0278232	40.84600501	14.94185941	22.75416422	62.26088699	40.59937692	41.40157594	102.6793254	47.72712878	Desconocido
scaffold_3016	155.9770521	18.95329073	14.89374497	46.77934244	52.36346256	20.23432123	71.18774558	129.4409861	65.41348299	Desconocido
scaffold_5967	117.22175	51.4476754	21.51826718	33.51377699	18.34035706	10.63063799	29.26985678	85.40195368	60.92280474	Desconocido
scaffold_5459	99.7500411	40.67255294	49.78544544	63.17967589	43.21871177	30.06108186	13.79477509	40.24962446	8.834674533	Desconocido
scaffold_2991	94.38529708	63.79324781	32.05005463	8.447421846	40.44982495	73.68733159	30.74044589	20.92830984	17.71856731	Desconocido
scaffold_2520	133.031203	30.86226632	26.45669949	71.76567668	15.50275407	17.97175113	109.9611189	136.3563253	142.6067586	Desconocido
scaffold_6036	121.2521128	31.73507686	37.40676079	161.8998714	83.06196311	96.29056376	90.82867239	126.5386118	160.3604789	Desconocido
scaffold_4674	68.04514421	80.6871309	41.71382106	22.86855466	78.21735855	36.26975943	35.36825454	62.72668748	95.93412815	Desconocido
scaffold_2847	160.9690757	8.102998926	21.49012033	24.54462229	50.3700094	77.85603936	59.54579177	134.6480243	102.9652715	Desconocido
scaffold_3538	49.18396675	76.9533252	64.59395268	42.38139749	80.53176107	153.1061312	58.26364636	259.9975742	164.6212646	Desconocido
scaffold_1933	146.3841329	13.84500568	30.82549775	77.66224671	42.50053149	54.19616853	74.610484	101.1508887	52.12719415	Desconocido
scaffold_2591	149.9048319	15.28072607	25.89180882	54.000944	21.10851723	36.70544761	50.53145427	109.2132264	59.33065769	Desconocido
scaffold_3126	59.13576088	127.0201227	5.075292304	52.17002864	86.24466726	68.95182842	25.31312665	64.625074	18.23787543	Desconocido
scaffold_2882	65.03473854	80.57262107	45.6829925	32.95335947	16.90656518	19.59913578	47.96734352	99.13580912	192.9601718	Desconocido
scaffold_1872	34.02799541	79.17648024	78.2168123	670.0062928	495.8240426	536.1485522	841.1703519	655.3476012	370.5003433	Desconocido
scaffold_2748	127.5660835	47.64677629	16.3806401	96.21722673	0	0	72.94534421	168.849776	106.5144074	Desconocido
scaffold_2339	149.9186281	12.43894497	29.32405937	86.12238753	27.00175103	22.76516323	52.23370007	158.7547639	42.65175504	Desconocido
scaffold_3962	91.73261935	45.49073294	55.11029114	40.82815255	48.87561122	24.28269889	14.85749898	72.25063479	78.50107214	Desconocido
scaffold_3494	60.08305117	36.97893901	95.34832232	214.6898973	130.8977125	162.8479948	230.9822806	199.8715962	146.8417176	Desconocido
scaffold_3014	122.884019	27.36844684	42.185798	221.0698192	174.4904999	364.1043187	74.25972387	78.24226064	41.61379406	Desconocido
scaffold_5049	132.3000545	22.22993784	38.43087016	35.91265787	32.75523419	37.97189288	30.49371337	63.55203863	66.9575333	Desconocido
scaffold_1497	160.5444448	16.68617557	15.8859541	103.6794681	74.4691649	98.66201227	68.85597141	153.2008498	52.55498696	Desconocido
scaffold_2204	160.7567453	10.24183042	22.13245364	58.59958824	23.57979728	38.26922268	55.19303801	112.2394176	77.12208938	Desconocido
